person_id,first_name,last_name,display_first_last,display_last_comma_first,display_fi_last,player_slug,birthdate,school,country,last_affiliation,height,weight,season_exp,jersey,position,rosterstatus,games_played_current_season_flag,team_id,team_name,team_abbreviation,team_code,team_city,playercode,from_year,to_year,dleague_flag,nba_flag,games_played_flag,draft_year,draft_round,draft_number,greatest_75_flag,birth_year,age_at_draft
704,Shawn,Respert,Shawn Respert,"Respert, Shawn",S. Respert,shawn-respert,1972-02-06 00:00:00,Michigan State,USA,Michigan State/USA,6-1,195.0,4.0,,Guard,Inactive,N,0,,,,,shawn_respert,1995.0,1998.0,N,Y,Y,1995.0,1,8,N,1972,23.0
77944,Kevin,Restani,Kevin Restani,"Restani, Kevin",K. Restani,kevin-restani,1951-12-23 00:00:00,San Francisco,USA,San Francisco/USA,6-9,225.0,8.0,24,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_bigbird_restani,1974.0,1981.0,N,Y,Y,1974.0,3,39,N,1951,23.0
77945,George,Reynolds,George Reynolds,"Reynolds, George",G. Reynolds,george-reynolds,1947-11-23 00:00:00,Houston,USA,Houston/USA,6-4,195.0,1.0,10,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_george_reynolds,1969.0,1969.0,N,Y,Y,1969.0,9,117,N,1947,22.0
77946,Jerry,Reynolds,Jerry Reynolds,"Reynolds, Jerry",J. Reynolds,jerry-reynolds,1962-12-23 00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,200.0,8.0,44,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,HISTADD_jerry_reynolds,1985.0,1995.0,N,Y,Y,1985.0,1,22,N,1962,23.0
1518,Rodrick,Rhodes,Rodrick Rhodes,"Rhodes, Rodrick",R. Rhodes,rodrick-rhodes,1973-09-24 00:00:00,Southern California,USA,Southern California/USA,6-6,225.0,3.0,,Guard,Inactive,N,0,,,,,rodrick_rhodes,1997.0,1999.0,N,Y,Y,1997.0,1,24,N,1973,24.0
779,Glen,Rice,Glen Rice,"Rice, Glen",G. Rice,glen-rice,1967-05-28 00:00:00,Michigan,USA,Michigan/USA,6-8,228.0,15.0,,Forward-Guard,Inactive,N,0,,,,,glen_rice,1989.0,2003.0,N,Y,Y,1989.0,1,4,N,1967,22.0
203318,Glen,Rice,Glen Rice,"Rice, Glen",G. Rice,glen-rice,1991-01-01 00:00:00,Georgia Tech,USA,Michigan/USA,6-6,206.0,2.0,,Guard-Forward,Inactive,N,0,,,,,glen_rice,2013.0,2014.0,Y,Y,Y,2013.0,2,35,N,1991,22.0
201181,Chris,Richard,Chris Richard,"Richard, Chris",C. Richard,chris-richard,1984-12-25 00:00:00,Florida,USA,Florida/USA,6-9,256.0,3.0,35,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,chris_richard,2007.0,2009.0,Y,Y,Y,2007.0,2,41,N,1984,23.0
2202,Jason,Richardson,Jason Richardson,"Richardson, Jason",J. Richardson,jason-richardson,1981-01-20 00:00:00,Michigan State,USA,Michigan State/USA,6-6,225.0,14.0,23,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jason_richardson,2001.0,2014.0,N,Y,Y,2001.0,1,5,N,1981,20.0
1627781,Malachi,Richardson,Malachi Richardson,"Richardson, Malachi",M. Richardson,malachi-richardson,1996-01-05 00:00:00,Syracuse,USA,Syracuse/USA,6-6,205.0,3.0,,Guard,Inactive,N,0,,,,,malachi_richardson,2016.0,2018.0,Y,Y,Y,2016.0,1,22,N,1996,20.0
77952,Micheal Ray,Richardson,Micheal Ray Richardson,"Richardson, Micheal Ray",M. Richardson,micheal-ray-richardson,1955-04-11 00:00:00,Montana,USA,Montana/USA,6-5,189.0,8.0,20,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_micheal_ray_richardson,1978.0,1985.0,N,Y,Y,1978.0,1,4,N,1955,23.0
71,Pooh,Richardson,Pooh Richardson,"Richardson, Pooh",P. Richardson,pooh-richardson,1966-05-14 00:00:00,UCLA,USA,UCLA/USA,6-1,180.0,10.0,,Guard,Inactive,N,0,,,,,pooh_richardson,1989.0,1998.0,N,Y,Y,1989.0,1,10,N,1966,23.0
2047,Quentin,Richardson,Quentin Richardson,"Richardson, Quentin",Q. Richardson,quentin-richardson,1980-04-13 00:00:00,DePaul,USA,DePaul/USA,6-6,228.0,14.0,55,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,quentin_richardson,2000.0,2012.0,N,Y,Y,2000.0,1,18,N,1980,20.0
782,Mitch,Richmond,Mitch Richmond,"Richmond, Mitch",M. Richmond,mitch-richmond,1965-06-30 00:00:00,Kansas State,USA,Kansas State/USA,6-5,220.0,14.0,2,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mitch_richmond,1988.0,2001.0,N,Y,Y,1988.0,1,5,N,1965,23.0
77954,John,Richter,John Richter,"Richter, John",J. Richter,john-richter,1937-03-12 00:00:00,North Carolina State,USA,North Carolina State/USA,6-9,225.0,1.0,16,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_john_richter,1959.0,1959.0,N,Y,Y,1959.0,1,6,N,1937,22.0
77955,Dick,Ricketts,Dick Ricketts,"Ricketts, Dick",D. Ricketts,dick-ricketts,1933-12-04 00:00:00,Duquesne,USA,Duquesne/USA,6-7,215.0,3.0,24,Forward,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_dick_ricketts,1955.0,1957.0,N,Y,Y,1955.0,1,1,N,1933,22.0
375,Isaiah,Rider,Isaiah Rider,"Rider, Isaiah",I. Rider,isaiah-rider,1971-03-12 00:00:00,UNLV,USA,UNLV/USA,,,9.0,,Guard,Inactive,N,0,,,,,isaiah_rider,1993.0,2001.0,N,Y,Y,1993.0,1,5,N,1971,22.0
77957,Jackie,Ridgle,Jackie Ridgle,"Ridgle, Jackie",J. Ridgle,jackie-ridgle,1948-02-13 00:00:00,California,USA,California/USA,6-4,195.0,1.0,23,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_jackie_ridgle,1971.0,1971.0,N,Y,Y,1971.0,3,41,N,1948,23.0
2557,Luke,Ridnour,Luke Ridnour,"Ridnour, Luke",L. Ridnour,luke-ridnour,1981-02-13 00:00:00,Oregon,USA,Oregon/USA,6-2,175.0,12.0,13,Guard,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,luke_ridnour,2003.0,2014.0,N,Y,Y,2003.0,1,14,N,1981,22.0
77960,Tom,Riker,Tom Riker,"Riker, Tom",T. Riker,tom-riker,1950-02-28 00:00:00,South Carolina,USA,South Carolina/USA,6-10,225.0,3.0,6,Forward,Inactive,N,1610612752,Knicks,NYK,knicks,New York,HISTADD_tom_riker,1972.0,1974.0,N,Y,Y,1972.0,1,8,N,1950,22.0
77963,Bob,Riley,Bob Riley,"Riley, Bob",B. Riley,bob-riley,1948-07-06 00:00:00,Mount St. Mary's,USA,Mount St. Mary's/USA,6-9,235.0,1.0,12,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_bob_riley,1970.0,1970.0,N,Y,Y,1970.0,5,82,N,1948,22.0
35,Eric,Riley,Eric Riley,"Riley, Eric",E. Riley,eric-riley,1970-06-02 00:00:00,Michigan,USA,Michigan/USA,7-0,245.0,4.0,44,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,eric_riley,1993.0,1998.0,N,Y,Y,1993.0,2,33,N,1970,23.0
77962,Pat,Riley,Pat Riley,"Riley, Pat",P. Riley,pat-riley,1945-03-20 00:00:00,Kentucky,USA,Kentucky/USA,6-4,205.0,9.0,12,Guard,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_dupp_pat_riley,1967.0,1975.0,N,Y,Y,1967.0,1,7,N,1945,22.0
77964,Ron,Riley,Ron Riley,"Riley, Ron",R. Riley,ron-riley,1950-11-11 00:00:00,Southern California,USA,Southern California/USA,6-8,195.0,4.0,31,Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,HISTADD_ron_riley,1972.0,1975.0,N,Y,Y,1972.0,3,38,N,1950,22.0
1630203,Grant,Riller,Grant Riller,"Riller, Grant",G. Riller,grant-riller,1997-02-08 00:00:00,College of Charleston,USA,College of Charleston/USA,6-2,190.0,2.0,7,Guard,Inactive,N,1610612766,Hornets,CHA,hornets,Charlotte,grant_riller,2020.0,2020.0,Y,Y,Y,2020.0,2,56,N,1997,23.0
77966,Mike,Riordan,Mike Riordan,"Riordan, Mike",M. Riordan,mike-riordan,1945-07-09 00:00:00,Providence,USA,Providence/USA,6-4,200.0,9.0,6,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_mike_riordan,1968.0,1976.0,N,Y,Y,1967.0,12,128,N,1945,22.0
470,Doc,Rivers,Doc Rivers,"Rivers, Doc",D. Rivers,doc-rivers,1961-10-13 00:00:00,Marquette,USA,Marquette/USA,6-4,210.0,13.0,25,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,doc_rivers,1983.0,1995.0,N,Y,Y,1983.0,2,31,N,1961,22.0
203460,Andre,Roberson,Andre Roberson,"Roberson, Andre",A. Roberson,andre-roberson,1991-12-04 00:00:00,Colorado,USA,Colorado/USA,6-7,210.0,7.0,,Guard-Forward,Inactive,N,0,,,,,andre_roberson,2013.0,2020.0,Y,Y,Y,2013.0,1,26,N,1991,22.0
77973,Rick,Roberson,Rick Roberson,"Roberson, Rick",R. Roberson,rick-roberson,1947-07-07 00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,231.0,7.0,50,Center,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_rick_roberson,1969.0,1975.0,N,Y,Y,1969.0,1,15,N,1947,22.0
77975,Anthony,Roberts,Anthony Roberts,"Roberts, Anthony",A. Roberts,anthony-roberts,1955-04-15 00:00:00,Oral Roberts,USA,Oral Roberts/USA,6-5,185.0,5.0,30,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_anthony_roberts,1977.0,1983.0,N,Y,Y,1977.0,1,21,N,1955,22.0
122,Fred,Roberts,Fred Roberts,"Roberts, Fred",F. Roberts,fred-roberts,1960-08-14 00:00:00,Brigham Young,USA,Brigham Young/USA,6-10,218.0,13.0,,Forward,Inactive,N,0,,,,,fred_roberts,1983.0,1996.0,N,Y,Y,1982.0,2,27,N,1960,22.0
77977,Joe,Roberts,Joe Roberts,"Roberts, Joe",J. Roberts,joe-roberts,1936-05-18 00:00:00,Ohio State,USA,Ohio State/USA,6-6,214.0,3.0,12,Forward,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_joe_roberts,1960.0,1962.0,N,Y,Y,1960.0,3,21,N,1936,24.0
101160,Lawrence,Roberts,Lawrence Roberts,"Roberts, Lawrence",L. Roberts,lawrence-roberts,1982-10-20 00:00:00,Mississippi State,USA,Mississippi State/USA,6-9,240.0,3.0,44,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,lawrence_roberts,2005.0,2006.0,Y,Y,Y,2005.0,2,55,N,1982,23.0
77978,Marv,Roberts,Marv Roberts,"Roberts, Marv",M. Roberts,marv-roberts,1950-01-29 00:00:00,Utah State,USA,Utah State/USA,6-8,200.0,1.0,30,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,HISTADD_marv_roberts,1976.0,1976.0,N,Y,Y,1971.0,3,45,N,1950,21.0
914,Stanley,Roberts,Stanley Roberts,"Roberts, Stanley",S. Roberts,stanley-roberts,1970-02-07 00:00:00,Louisiana State,USA,Louisiana State/USA,7-0,290.0,9.0,,Center,Inactive,N,0,,,,,stanley_roberts,1991.0,1999.0,N,Y,Y,1991.0,1,23,N,1970,21.0
926,Alvin,Robertson,Alvin Robertson,"Robertson, Alvin",A. Robertson,alvin-robertson,1962-07-22 00:00:00,Arkansas,USA,Arkansas/USA,6-4,208.0,10.0,7,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,alvin_robertson,1984.0,1995.0,N,Y,Y,1984.0,1,7,N,1962,22.0
600015,Oscar,Robertson,Oscar Robertson,"Robertson, Oscar",O. Robertson,oscar-robertson,1938-11-24 00:00:00,Cincinnati,USA,Cincinnati/USA,6-5,205.0,14.0,14,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_oscar_robertson,1960.0,1973.0,N,Y,Y,1960.0,1,1,Y,1938,22.0
1926,Ryan,Robertson,Ryan Robertson,"Robertson, Ryan",R. Robertson,ryan-robertson,1976-10-02 00:00:00,Kansas,USA,Kansas/USA,6-5,190.0,1.0,,Guard,Inactive,N,0,,,,,ryan_robertson,1999.0,1999.0,N,Y,Y,1999.0,2,45,N,1976,23.0
77983,Tony,Robertson,Tony Robertson,"Robertson, Tony",T. Robertson,tony-robertson,1956-01-01 00:00:00,West Virginia,USA,West Virginia/USA,6-4,195.0,2.0,25,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_tony_robertson,1977.0,1978.0,N,Y,Y,1977.0,4,88,N,1956,21.0
77984,Rick,Robey,Rick Robey,"Robey, Rick",R. Robey,rick-robey,1956-01-30 00:00:00,Kentucky,USA,Kentucky/USA,6-11,230.0,8.0,8,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,HISTADD_rick_robey,1978.0,1985.0,N,Y,Y,1978.0,1,3,N,1956,22.0
2774,Bernard,Robinson,Bernard Robinson,"Robinson, Bernard",B. Robinson,bernard-robinson,1980-12-26 00:00:00,Michigan,USA,Michigan/USA,6-6,210.0,4.0,22,Guard-Forward,Inactive,N,1610612766,Bobcats,CHA,hornets,Charlotte,bernard_robinson,2004.0,2006.0,N,Y,Y,2004.0,2,45,N,1980,24.0
997,Chris,Robinson,Chris Robinson,"Robinson, Chris",C. Robinson,chris-robinson,1974-04-02 00:00:00,Western Kentucky,USA,Western Kentucky/USA,6-5,200.0,2.0,5,Guard,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,chris_robinson,1996.0,1997.0,N,Y,Y,1996.0,2,51,N,1974,22.0
77986,Cliff T.,Robinson,Cliff T. Robinson,"Robinson, Cliff T.",C. Robinson,cliff-t-robinson,1960-03-13 00:00:00,Southern California,USA,Southern California/USA,6-9,220.0,11.0,43,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,HISTADD_cliff_t_robinson,1979.0,1991.0,N,Y,Y,1979.0,1,11,N,1960,19.0
361,Clifford,Robinson,Clifford Robinson,"Robinson, Clifford",C. Robinson,clifford-robinson,1966-12-16 00:00:00,Connecticut,USA,Connecticut/USA,6-10,245.0,18.0,30,Forward-Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,clifford_robinson,1989.0,2006.0,N,Y,Y,1989.0,2,36,N,1966,23.0
764,David,Robinson,David Robinson,"Robinson, David",D. Robinson,david-robinson,1965-08-06 00:00:00,Navy,USA,Navy/USA,7-1,250.0,14.0,50,Center,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,david_robinson,1989.0,2002.0,N,Y,Y,1987.0,1,1,Y,1965,22.0
1628421,Devin,Robinson,Devin Robinson,"Robinson, Devin",D. Robinson,devin-robinson,1995-03-07 00:00:00,Florida,USA,Florida/USA,6-8,200.0,3.0,7,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,devin_robinson,2017.0,2018.0,Y,Y,Y,2017.0,,,N,1995,22.0
77988,Flynn,Robinson,Flynn Robinson,"Robinson, Flynn",F. Robinson,flynn-robinson,1941-04-28 00:00:00,Wyoming,USA,Wyoming/USA,6-1,185.0,7.0,21,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_flynn_robinson,1966.0,1972.0,N,Y,Y,1965.0,2,15,N,1941,24.0
299,Glenn,Robinson,Glenn Robinson,"Robinson, Glenn",G. Robinson,glenn-robinson,1973-01-10 00:00:00,Purdue,USA,Purdue/USA,6-7,240.0,12.0,3,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,glenn_robinson,1994.0,2004.0,N,Y,Y,1994.0,1,1,N,1973,21.0
77989,Jackie,Robinson,Jackie Robinson,"Robinson, Jackie",J. Robinson,jackie-robinson,1955-05-20 00:00:00,UNLV,USA,UNLV/USA,6-6,210.0,3.0,8,Forward,Inactive,N,1610612760,SuperSonics,SEA,thunder,Seattle,HISTADD_jackie_robinson,1978.0,1981.0,N,Y,Y,1978.0,4,67,N,1955,23.0
1554,Jamal,Robinson,Jamal Robinson,"Robinson, Jamal",J. Robinson,jamal-robinson,1973-12-27 00:00:00,Virginia,USA,Virginia/USA,,,1.0,,,Inactive,N,0,,,,,jamal_robinson,2000.0,2000.0,N,Y,Y,1997.0,,,N,1973,24.0
381,James,Robinson,James Robinson,"Robinson, James",J. Robinson,james-robinson,1970-08-31 00:00:00,Alabama,USA,Alabama/USA,,,7.0,,Guard,Inactive,N,0,,,,,james_robinson,1993.0,2000.0,N,Y,Y,1993.0,1,21,N,1970,23.0
1629620,Justin,Robinson,Justin Robinson,"Robinson, Justin",J. Robinson,justin-robinson,1997-10-12 00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-1,195.0,3.0,,Guard,Inactive,N,0,,,,,justin_robinson,2019.0,2021.0,Y,Y,Y,2019.0,,,N,1997,22.0
101126,Nate,Robinson,Nate Robinson,"Robinson, Nate",N. Robinson,nate-robinson,1984-05-31 00:00:00,Washington,USA,Washington/USA,5-9,180.0,11.0,,Guard,Inactive,N,0,,,,,nate_robinson,2005.0,2015.0,Y,Y,Y,2005.0,1,21,N,1984,21.0
77994,Oliver,Robinson,Oliver Robinson,"Robinson, Oliver",O. Robinson,oliver-robinson,1960-03-13 00:00:00,Alabama-Birmingham,USA,Alabama-Birmingham/USA,6-4,180.0,1.0,1,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,HISTADD_oliver_robinson,1982.0,1982.0,N,Y,Y,1982.0,2,24,N,1960,22.0
716,Rumeal,Robinson,Rumeal Robinson,"Robinson, Rumeal",R. Robinson,rumeal-robinson,1966-11-13 00:00:00,Michigan,USA,Michigan/USA,6-2,195.0,6.0,20,Guard,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,rumeal_robinson,1990.0,1996.0,N,Y,Y,1990.0,1,10,N,1966,24.0
203080,Thomas,Robinson,Thomas Robinson,"Robinson, Thomas",T. Robinson,thomas-robinson,1991-03-17 00:00:00,Kansas,USA,Kansas/USA,6-10,237.0,6.0,15,Forward,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,thomas_robinson,2012.0,2016.0,Y,Y,Y,2012.0,1,5,N,1991,21.0
77993,Truck,Robinson,Truck Robinson,"Robinson, Truck",T. Robinson,truck-robinson,1951-10-04 00:00:00,Tennessee State,USA,Tennessee State/USA,6-7,225.0,11.0,21,Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,HISTADD_truck_robinson,1974.0,1984.0,N,Y,Y,1974.0,2,22,N,1951,23.0
77996,Wayne,Robinson,Wayne Robinson,"Robinson, Wayne",W. Robinson,wayne-robinson,1958-04-19 00:00:00,Virginia Tech,USA,Virginia Tech/USA,6-8,217.0,1.0,,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,HISTADD_wayne_robinson,1980.0,1980.0,N,Y,Y,1980.0,2,31,N,1958,22.0
203922,Glenn,Robinson III,Glenn Robinson III,"Robinson III, Glenn",G. Robinson III,glenn-robinson-iii,1994-01-08 00:00:00,Michigan,USA,Michigan/USA,6-6,222.0,7.0,,Forward,Inactive,N,0,,,,,glenn_robinson iii,2014.0,2020.0,Y,Y,Y,2014.0,2,40,N,1994,20.0
77997,Bill,Robinzine,Bill Robinzine,"Robinzine, Bill",B. Robinzine,bill-robinzine,1953-01-20 00:00:00,DePaul,USA,DePaul/USA,6-7,230.0,7.0,52,Forward,Inactive,N,1610612758,Kings,KCK,kings,Kansas City,HISTADD_bill_robinzine,1975.0,1981.0,N,Y,Y,1975.0,1,10,N,1953,22.0
77998,Dave,Robisch,Dave Robisch,"Robisch, Dave",D. Robisch,dave-robisch,1949-12-22 00:00:00,Kansas,USA,Kansas/USA,6-10,235.0,8.0,35,Center,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_dave_robisch,1976.0,1983.0,N,Y,Y,1971.0,3,44,N,1949,22.0
77999,Red,Rocha,Red Rocha,"Rocha, Red",R. Rocha,red-rocha,1923-09-18 00:00:00,Oregon State,USA,Oregon State/USA,6-9,185.0,9.0,6,Center,Inactive,N,1610612755,Nationals,PHI,sixers,Syracuse,HISTADD_red_rocha,1947.0,1956.0,N,Y,Y,1947.0,,,N,1923,24.0
78000,John,Roche,John Roche,"Roche, John",J. Roche,john-roche,1949-09-26 00:00:00,South Carolina,USA,South Carolina/USA,6-3,170.0,4.0,10,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,HISTADD_johnny_roche,1975.0,1981.0,N,Y,Y,1971.0,1,14,N,1949,22.0
23,Dennis,Rodman,Dennis Rodman,"Rodman, Dennis",D. Rodman,dennis-rodman,1961-05-13 00:00:00,Southeastern Oklahoma State,USA,Southeastern Oklahoma State/USA,6-7,210.0,14.0,10,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,dennis_rodman,1986.0,1999.0,N,Y,Y,1986.0,2,27,Y,1961,25.0
200771,Sergio,Rodriguez,Sergio Rodriguez,"Rodriguez, Sergio",S. Rodriguez,sergio-rodriguez,1986-06-12 00:00:00,Estudiantes,Spain,Estudiantes/Spain,6-3,176.0,6.0,14,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,sergio_rodriguez,2006.0,2016.0,N,Y,Y,2006.0,1,27,N,1986,20.0
691,Lou,Roe,Lou Roe,"Roe, Lou",L. Roe,lou-roe,1972-07-14 00:00:00,Massachusetts,USA,Massachusetts/USA,6-7,220.0,2.0,21,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,lou_roe,1995.0,1996.0,N,Y,Y,1995.0,2,30,N,1972,23.0
78007,Johnny,Rogers,Johnny Rogers,"Rogers, Johnny",J. Rogers,johnny-rogers,1963-12-30 00:00:00,California-Irvine,USA,California-Irvine/USA,6-10,225.0,2.0,32,Forward,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,HISTADD_johnny_rogers,1986.0,1987.0,N,Y,Y,1986.0,2,34,N,1963,23.0
78008,Marshall,Rogers,Marshall Rogers,"Rogers, Marshall",M. Rogers,marshall-rogers,1953-08-27 00:00:00,Texas-Pan American,USA,Texas-Pan American/USA,6-1,190.0,1.0,11,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_marshall_rogers,1976.0,1976.0,N,Y,Y,1976.0,2,34,N,1953,23.0
964,Roy,Rogers,Roy Rogers,"Rogers, Roy",R. Rogers,roy-rogers,1973-08-19 00:00:00,Alabama,USA,Alabama/USA,6-10,235.0,2.0,,Forward,Inactive,N,0,,,,,HISTADD_roy_rogers,1996.0,1999.0,N,Y,Y,1996.0,1,22,N,1973,23.0
78011,Ken,Rohloff,Ken Rohloff,"Rohloff, Ken",K. Rohloff,ken-rohloff,1939-04-18 00:00:00,North Carolina State,USA,North Carolina State/USA,6-0,195.0,1.0,,Guard,Inactive,N,1610612737,Hawks,STL,hawks,St. Louis,HISTADD_ken_rohloff,1963.0,1963.0,N,Y,Y,1963.0,7,59,N,1939,24.0
202375,Magnum,Rolle,Magnum Rolle,"Rolle, Magnum",M. Rolle,magnum-rolle,1986-02-23 00:00:00,Louisiana Tech,Bahamas,Louisiana Tech/Bahamas,6-11,235.0,1.0,25,Forward,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,magnum_rolle,2010.0,2010.0,Y,N,Y,2010.0,2,51,N,1986,24.0
78012,Kenny,Rollins,Kenny Rollins,"Rollins, Kenny",K. Rollins,kenny-rollins,1923-09-14 00:00:00,Kentucky,USA,Kentucky/USA,6-0,168.0,3.0,4,Guard,Inactive,N,1610610025,Stags,CHS,stags,Chicago,HISTADD_kenny_rollins,1948.0,1952.0,N,Y,Y,1948.0,,,N,1923,25.0
78013,Phil,Rollins,Phil Rollins,"Rollins, Phil",P. Rollins,phil-rollins,1934-01-19 00:00:00,Louisville,USA,Louisville/USA,6-2,185.0,3.0,3,Guard,Inactive,N,1610612758,Royals,CIN,kings,Cincinnati,HISTADD_phil_rollins,1958.0,1960.0,N,Y,Y,1956.0,,,N,1934,22.0
78014,Tree,Rollins,Tree Rollins,"Rollins, Tree",T. Rollins,tree-rollins,1955-06-16 00:00:00,Clemson,USA,Clemson/USA,7-1,235.0,18.0,30,Center,Inactive,N,1610612737,Hawks,ATL,hawks,Atlanta,HISTADD_tree_rollins,1977.0,1994.0,N,Y,Y,1977.0,1,14,N,1955,22.0
78015,Lorenzo,Romar,Lorenzo Romar,"Romar, Lorenzo",L. Romar,lorenzo-romar,1958-11-13 00:00:00,Washington,USA,Washington/USA,6-1,175.0,5.0,14,Guard,Inactive,N,1610612744,Warriors,GOS,warriors,Golden State,HISTADD_lorenzo_romar,1980.0,1984.0,N,Y,Y,1980.0,7,141,N,1958,22.0
200765,Rajon,Rondo,Rajon Rondo,"Rondo, Rajon",R. Rondo,rajon-rondo,1986-02-22 00:00:00,Kentucky,USA,Kentucky/USA,6-1,180.0,17.0,1,Guard,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,rajon_rondo,2006.0,2021.0,N,Y,Y,2006.0,1,21,N,1986,20.0
147,Jalen,Rose,Jalen Rose,"Rose, Jalen",J. Rose,jalen-rose,1973-01-30 00:00:00,Michigan,USA,Michigan/USA,6-8,215.0,14.0,8,Guard-Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jalen_rose,1994.0,2006.0,N,Y,Y,1994.0,1,13,N,1973,21.0
990,Malik,Rose,Malik Rose,"Rose, Malik",M. Rose,malik-rose,1974-11-23 00:00:00,Drexel,USA,Drexel/USA,6-7,255.0,14.0,9,Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,malik_rose,1996.0,2008.0,N,Y,Y,1996.0,2,44,N,1974,22.0
78018,Lennie,Rosenbluth,Lennie Rosenbluth,"Rosenbluth, Lennie",L. Rosenbluth,lennie-rosenbluth,1933-01-22 00:00:00,North Carolina,USA,North Carolina/USA,6-4,190.0,2.0,18,Forward,Inactive,N,1610612744,Warriors,PHW,warriors,Philadelphia,HISTADD_lennie_rosenbluth,1957.0,1958.0,N,Y,Y,1957.0,1,6,N,1933,24.0
78020,Dick,Rosenthal,Dick Rosenthal,"Rosenthal, Dick",D. Rosenthal,dick-rosenthal,1933-01-20 00:00:00,Notre Dame,USA,Notre Dame/USA,6-5,205.0,2.0,15,Forward,Inactive,N,1610612765,Pistons,FTW,pistons,Ft. Wayne Zollner,HISTADD_dick_rosenthal,1954.0,1956.0,N,Y,Y,1954.0,1,4,N,1933,21.0
78021,Doug,Roth,Doug Roth,"Roth, Doug",D. Roth,doug-roth,1967-08-24 00:00:00,Tennessee,USA,Tennessee/USA,6-11,255.0,1.0,13,Forward,Inactive,N,1610612764,Bullets,WAS,wizards,Washington,HISTADD_doug_roth,1989.0,1989.0,N,Y,Y,1989.0,2,41,N,1967,22.0
78022,Scott,Roth,Scott Roth,"Roth, Scott",S. Roth,scott-roth,1963-06-03 00:00:00,Wisconsin,USA,Wisconsin/USA,6-8,212.0,3.0,3,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,HISTADD_scott_roth,1987.0,1989.0,N,Y,Y,1985.0,4,82,N,1963,22.0
